dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,function_change_events,added_function_events,modified_function_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,function_change_events_manifest,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,agc_function_change_event_ratio,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,unique_changed_functions_scored,detection_complete,detector_merge_status,has_function_change_event,zero_function_event_month,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events
control,dymmond/edgy,2025-02,15,14,12,134,79,55,129,39,,0,0,,0,12.0,12.0,134.0,134.0,0.0,20.0,114.0,0.1492537313432835,13.0,66.0,7.0,48.0,129.0,True,both,1,0,control,control,0,0,4.90527477843843,3.044522437723423,4.74493212836325
control,dymmond/edgy,2025-03,14,12,12,240,133,107,212,57,,0,0,,0,12.0,12.0,240.0,240.0,0.0,33.0,207.0,0.1375,24.0,109.0,9.0,98.0,211.0,True,both,1,0,control,control,0,0,5.484796933490655,3.5263605246161616,5.337538079701318
control,dymmond/edgy,2025-04,10,10,10,386,80,306,350,184,,0,0,,0,10.0,10.0,386.0,386.0,0.0,45.0,341.0,0.116580310880829,14.0,66.0,31.0,275.0,348.0,True,both,1,0,control,control,0,0,5.958424693029782,3.828641396489095,5.834810737062605
control,dymmond/edgy,2025-05,11,11,10,557,90,467,464,93,,0,0,,0,10.0,10.0,557.0,557.0,0.0,153.0,404.0,0.2746858168761221,38.0,52.0,115.0,352.0,463.0,True,both,1,0,control,control,0,0,6.324358962381311,5.0369526024136295,6.003887067106539
control,dymmond/edgy,2025-06,6,6,5,94,42,52,87,31,,0,0,,0,5.0,5.0,94.0,94.0,0.0,27.0,67.0,0.2872340425531915,18.0,24.0,9.0,43.0,86.0,True,both,1,0,control,control,0,0,4.553876891600541,3.332204510175204,4.219507705176107
control,dymmond/edgy,2025-07,19,16,15,1177,62,1115,1065,134,,0,0,,0,15.0,15.0,1177.0,1177.0,0.0,498.0,679.0,0.4231096006796941,19.0,43.0,479.0,636.0,1051.0,True,both,1,0,control,control,0,0,7.071573364211532,6.212606095751519,6.522092798170152
control,emresen20/Pau-Bilgisayar-nots,2024-03,10,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,emresen20/Pau-Bilgisayar-nots,2024-04,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,emresen20/Pau-Bilgisayar-nots,2024-05,4,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,emresen20/Pau-Bilgisayar-nots,2024-06,7,1,1,6,6,0,6,2,,0,0,,0,1.0,1.0,6.0,6.0,0.0,4.0,2.0,0.6666666666666666,4.0,2.0,0.0,0.0,6.0,True,both,1,0,control,control,0,0,1.9459101490553132,1.6094379124341003,1.0986122886681096
control,emresen20/Pau-Bilgisayar-nots,2024-07,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,emresen20/Pau-Bilgisayar-nots,2024-12,2,1,1,4,4,0,4,1,,0,0,,0,1.0,1.0,4.0,4.0,0.0,1.0,3.0,0.25,1.0,3.0,0.0,0.0,4.0,True,both,1,0,control,control,0,0,1.6094379124341003,0.6931471805599453,1.3862943611198906
control,evermoving/SystemCaptioner,2024-10,108,62,52,188,73,115,73,8,,0,0,,0,52.0,52.0,188.0,188.0,0.0,57.0,131.0,0.3031914893617021,34.0,39.0,23.0,92.0,73.0,True,both,1,0,control,control,0,0,5.241747015059643,4.060443010546419,4.882801922586371
control,evermoving/SystemCaptioner,2024-11,8,3,3,5,1,4,4,1,,0,0,,0,3.0,3.0,5.0,5.0,0.0,1.0,4.0,0.2,1.0,0.0,0.0,4.0,4.0,True,both,1,0,control,control,0,0,1.791759469228055,0.6931471805599453,1.6094379124341003
control,evermoving/SystemCaptioner,2024-12,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,evermoving/SystemCaptioner,2025-08,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,golemfoundation/octant,2024-01,172,56,52,504,247,257,370,153,,0,0,,0,52.0,52.0,504.0,504.0,0.0,228.0,276.0,0.4523809523809524,146.0,101.0,82.0,175.0,370.0,True,both,1,0,control,control,0,0,6.22455842927536,5.43372200355424,5.6240175061873385
control,golemfoundation/octant,2024-02,107,16,14,132,63,69,117,44,,0,0,,0,14.0,14.0,132.0,132.0,0.0,39.0,93.0,0.2954545454545454,21.0,42.0,18.0,51.0,117.0,True,both,1,0,control,control,0,0,4.890349128221754,3.6888794541139363,4.543294782270004
control,golemfoundation/octant,2024-03,177,47,39,673,355,318,495,152,,0,0,,0,39.0,39.0,673.0,673.0,0.0,290.0,383.0,0.4309063893016345,200.0,155.0,90.0,228.0,494.0,True,both,1,0,control,control,0,0,6.513230110912307,5.673323267171493,5.950642552587727
control,golemfoundation/octant,2024-04,325,102,85,466,181,285,296,111,,0,0,,0,85.0,85.0,466.0,466.0,0.0,136.0,330.0,0.2918454935622318,86.0,95.0,50.0,235.0,296.0,True,both,1,0,control,control,1,1,6.1463292576688975,4.919980925828125,5.802118375377063
control,golemfoundation/octant,2024-05,114,61,48,413,181,232,317,123,,0,0,,0,48.0,48.0,413.0,413.0,0.0,124.0,289.0,0.3002421307506053,70.0,111.0,54.0,178.0,317.0,True,both,1,0,control,control,0,0,6.025865973825314,4.8283137373023015,5.66988092298052
control,golemfoundation/octant,2024-06,149,87,77,512,243,269,288,104,,0,0,,0,77.0,77.0,512.0,512.0,0.0,165.0,347.0,0.322265625,103.0,140.0,62.0,207.0,288.0,True,both,1,0,control,control,5,1,6.240275845170769,5.111987788356544,5.8522024797744745
control,golemfoundation/octant,2024-07,126,31,23,150,43,107,128,58,,0,0,,0,23.0,23.0,150.0,150.0,0.0,37.0,113.0,0.2466666666666666,15.0,28.0,22.0,85.0,128.0,True,both,1,0,control,control,0,0,5.017279836814924,3.6375861597263857,4.736198448394496
control,golemfoundation/octant,2024-08,92,30,30,88,38,50,48,17,,0,0,,0,30.0,30.0,88.0,88.0,0.0,21.0,67.0,0.2386363636363636,17.0,21.0,4.0,46.0,48.0,True,both,1,0,control,control,0,0,4.48863636973214,3.091042453358316,4.219507705176107
control,golemfoundation/octant,2024-09,113,16,15,138,68,70,126,61,,0,0,,0,15.0,15.0,138.0,138.0,0.0,42.0,96.0,0.3043478260869565,25.0,43.0,17.0,53.0,126.0,True,both,1,0,control,control,0,0,4.9344739331306915,3.7612001156935624,4.574710978503383
control,golemfoundation/octant,2024-10,179,21,15,334,223,111,310,112,,0,0,,0,15.0,15.0,334.0,334.0,0.0,101.0,233.0,0.3023952095808383,83.0,140.0,18.0,93.0,310.0,True,both,1,0,control,control,0,0,5.814130531825066,4.624972813284271,5.455321115357702
control,golemfoundation/octant,2024-11,101,10,8,20,2,18,17,9,,0,0,,0,8.0,8.0,20.0,20.0,0.0,3.0,17.0,0.15,0.0,2.0,3.0,15.0,17.0,True,both,1,0,control,control,0,0,3.044522437723423,1.3862943611198906,2.8903717578961645
control,golemfoundation/octant,2024-12,162,24,18,255,137,118,160,58,,0,0,,0,18.0,18.0,255.0,255.0,0.0,79.0,176.0,0.3098039215686274,63.0,74.0,16.0,102.0,160.0,True,both,1,0,control,control,6,1,5.545177444479562,4.382026634673881,5.176149732573829
control,golemfoundation/octant,2025-01,123,28,18,198,116,82,183,84,,0,0,,0,18.0,18.0,198.0,198.0,0.0,46.0,152.0,0.2323232323232323,35.0,81.0,11.0,71.0,183.0,True,both,1,0,control,control,0,0,5.293304824724492,3.8501476017100584,5.030437921392435
control,golemfoundation/octant,2025-02,37,24,18,246,149,97,209,87,,0,0,,0,18.0,18.0,246.0,246.0,0.0,68.0,178.0,0.2764227642276423,44.0,105.0,24.0,73.0,209.0,True,both,1,0,control,control,0,0,5.5093883366279774,4.23410650459726,5.187385805840755
control,golemfoundation/octant,2025-03,167,88,70,376,224,152,240,70,,0,0,,0,70.0,70.0,376.0,376.0,0.0,73.0,303.0,0.1941489361702127,52.0,172.0,21.0,131.0,240.0,True,both,1,0,control,control,0,0,5.932245187448011,4.304065093204169,5.717027701406222
control,golemfoundation/octant,2025-04,159,132,110,492,196,296,190,58,,0,0,,0,110.0,110.0,492.0,492.0,0.0,84.0,408.0,0.1707317073170731,65.0,131.0,19.0,277.0,188.0,True,both,1,0,control,control,0,0,6.20050917404269,4.442651256490317,6.013715156042802
control,golemfoundation/octant,2025-05,70,61,59,304,177,127,161,66,,0,0,,0,59.0,59.0,304.0,304.0,0.0,57.0,247.0,0.1875,48.0,129.0,9.0,118.0,161.0,True,both,1,0,control,control,0,0,5.720311776607412,4.060443010546419,5.5134287461649825
control,golemfoundation/octant,2025-06,23,9,7,97,4,93,93,23,,0,0,,0,7.0,7.0,97.0,97.0,0.0,25.0,72.0,0.2577319587628865,2.0,2.0,23.0,70.0,93.0,True,both,1,0,control,control,0,0,4.584967478670572,3.258096538021482,4.290459441148391
control,golemfoundation/octant,2025-07,24,10,6,9,5,4,6,4,,0,0,,0,6.0,6.0,9.0,9.0,0.0,4.0,5.0,0.4444444444444444,4.0,1.0,0.0,4.0,6.0,True,both,1,0,control,control,0,0,2.302585092994046,1.6094379124341003,1.791759469228055
control,golemfoundation/octant,2025-08,6,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2024-09,51,19,16,75,68,7,68,9,,0,0,,0,16.0,16.0,75.0,75.0,0.0,21.0,54.0,0.28,21.0,47.0,0.0,7.0,68.0,True,both,1,0,control,control,0,0,4.330733340286331,3.091042453358316,4.007333185232471
control,infected4098/Wave-U-Mamba,2024-10,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2024-12,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2025-02,4,2,2,3,0,3,3,2,,0,0,,0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,True,both,1,0,control,control,0,0,1.3862943611198906,0.0,1.3862943611198906
control,infected4098/Wave-U-Mamba,2025-05,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2025-06,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2025-08,12,4,3,23,19,4,19,1,,0,0,,0,3.0,3.0,23.0,23.0,0.0,3.0,20.0,0.1304347826086956,3.0,16.0,0.0,4.0,18.0,True,both,1,0,control,control,0,0,3.1780538303479458,1.3862943611198906,3.044522437723423
control,itsKayWat/MindfulShift-2025,2024-12,12,4,3,23,23,0,23,3,,0,0,,0,3.0,3.0,23.0,23.0,0.0,5.0,18.0,0.217391304347826,5.0,18.0,0.0,0.0,23.0,True,both,1,0,control,control,0,0,3.1780538303479458,1.791759469228055,2.9444389791664403
control,jacebrowning/datafiles,2024-01,3,2,2,22,7,15,22,2,,0,0,,0,2.0,2.0,22.0,22.0,0.0,4.0,18.0,0.1818181818181818,2.0,5.0,2.0,13.0,22.0,True,both,1,0,control,control,0,0,3.1354942159291497,1.6094379124341003,2.9444389791664403
control,jacebrowning/datafiles,2024-03,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2024-05,17,3,2,6,4,2,6,4,,0,0,,0,2.0,2.0,6.0,6.0,0.0,2.0,4.0,0.3333333333333333,2.0,2.0,0.0,2.0,6.0,True,both,1,0,control,control,0,0,1.9459101490553132,1.0986122886681096,1.6094379124341003
control,jacebrowning/datafiles,2024-07,10,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2024-08,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2024-10,1,1,1,7,5,2,7,2,,0,0,,0,1.0,1.0,7.0,7.0,0.0,5.0,2.0,0.7142857142857143,5.0,0.0,0.0,2.0,7.0,True,both,1,0,control,control,0,0,2.0794415416798357,1.791759469228055,1.0986122886681096
control,jacebrowning/datafiles,2024-11,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2025-02,9,3,3,13,0,13,12,7,,0,0,,0,3.0,3.0,13.0,13.0,0.0,5.0,8.0,0.3846153846153846,0.0,0.0,5.0,8.0,12.0,True,both,1,0,control,control,0,0,2.639057329615259,1.791759469228055,2.1972245773362196
control,jacebrowning/datafiles,2025-04,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2025-05,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2025-06,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jacebrowning/datafiles,2025-07,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jfcrenshaw/pzflow,2024-02,2,2,2,4,0,4,4,3,,0,0,,0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,True,both,1,0,control,control,0,0,1.6094379124341003,0.0,1.6094379124341003
control,jfcrenshaw/pzflow,2024-05,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jfcrenshaw/pzflow,2025-02,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jfcrenshaw/pzflow,2025-03,3,2,2,7,2,5,7,3,,0,0,,0,2.0,2.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,5.0,7.0,True,both,1,0,control,control,0,0,2.0794415416798357,0.0,2.0794415416798357
control,jinli99/iShapEditing,2024-03,2,2,2,706,685,21,685,31,,0,0,,0,2.0,2.0,706.0,706.0,0.0,218.0,488.0,0.3087818696883853,215.0,470.0,3.0,18.0,685.0,True,both,1,0,control,control,0,0,6.561030665896573,5.389071729816501,6.192362489474872
control,jinli99/iShapEditing,2024-11,6,1,1,15,3,12,15,4,,0,0,,0,1.0,1.0,15.0,15.0,0.0,4.0,11.0,0.2666666666666666,0.0,3.0,4.0,8.0,15.0,True,both,1,0,control,control,0,0,2.772588722239781,1.6094379124341003,2.4849066497880004
control,jinli99/iShapEditing,2025-03,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jrowellfx/lsseq,2024-08,1,1,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jrowellfx/lsseq,2024-09,6,2,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453
control,jrowellfx/lsseq,2025-01,7,3,2,2,0,2,2,1,,0,0,,0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,True,both,1,0,control,control,0,0,1.0986122886681096,0.0,1.0986122886681096
control,jrowellfx/lsseq,2025-02,20,1,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-03,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-05,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-06,9,3,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453
control,jrowellfx/lsseq,2025-07,10,5,5,9,1,8,3,1,,0,0,,0,5.0,5.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,8.0,3.0,True,both,1,0,control,control,0,0,2.302585092994046,0.0,2.302585092994046
control,kangtegong/pyftrace,2024-10,3,1,1,42,42,0,42,13,,0,0,,0,1.0,1.0,42.0,42.0,0.0,24.0,18.0,0.5714285714285714,24.0,18.0,0.0,0.0,42.0,True,both,1,0,control,control,0,0,3.7612001156935624,3.2188758248682006,2.9444389791664403
control,kangtegong/pyftrace,2024-11,43,33,27,161,86,75,95,13,,0,0,,0,27.0,27.0,161.0,161.0,0.0,52.0,109.0,0.3229813664596273,41.0,45.0,11.0,64.0,95.0,True,both,1,0,control,control,0,0,5.087596335232384,3.970291913552122,4.700480365792417
control,kangtegong/pyftrace,2024-12,8,6,3,12,0,12,8,4,,0,0,,0,3.0,3.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,8.0,True,both,1,0,control,control,0,0,2.5649493574615367,0.0,2.5649493574615367
control,kangtegong/pyftrace,2025-03,5,3,2,20,2,18,11,4,,0,0,,0,2.0,2.0,20.0,20.0,0.0,6.0,14.0,0.3,2.0,0.0,4.0,14.0,11.0,True,both,1,0,control,control,0,0,3.044522437723423,1.9459101490553132,2.70805020110221
control,kuleshov-group/caduceus,2024-02,5,3,3,359,357,2,357,35,,0,0,,0,3.0,3.0,359.0,359.0,0.0,131.0,228.0,0.3649025069637883,131.0,226.0,0.0,2.0,351.0,True,both,1,0,control,control,0,0,5.886104031450156,4.882801922586371,5.43372200355424
control,kuleshov-group/caduceus,2024-03,11,2,2,5,0,5,5,2,,0,0,,0,2.0,2.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,True,both,1,0,control,control,0,0,1.791759469228055,0.0,1.791759469228055
control,kuleshov-group/caduceus,2024-04,2,1,1,18,18,0,18,1,,0,0,,0,1.0,1.0,18.0,18.0,0.0,4.0,14.0,0.2222222222222222,4.0,14.0,0.0,0.0,18.0,True,both,1,0,control,control,0,0,2.9444389791664403,1.6094379124341003,2.70805020110221
control,kuleshov-group/caduceus,2024-05,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2024-06,3,1,1,2,1,1,2,1,,0,0,,0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,True,both,1,0,control,control,0,0,1.0986122886681096,0.0,1.0986122886681096
control,kuleshov-group/caduceus,2024-08,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2024-10,4,4,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453
control,kuleshov-group/caduceus,2025-01,1,1,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453
control,kuleshov-group/caduceus,2025-05,1,1,1,3,0,3,3,1,,0,0,,0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,True,both,1,0,control,control,0,0,1.3862943611198906,0.0,1.3862943611198906
control,kuleshov-group/caduceus,2025-06,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,lancedb/lancedb,2024-04,485,147,139,987,479,508,643,80,,0,0,,0,139.0,139.0,987.0,987.0,0.0,422.0,565.0,0.4275582573454914,259.0,220.0,163.0,345.0,631.0,True,both,1,0,control,control,0,0,6.895682697747868,6.0473721790462776,6.338594078203183
control,lancedb/lancedb,2024-05,70,13,10,29,9,20,29,16,,0,0,,0,10.0,10.0,29.0,29.0,0.0,13.0,16.0,0.4482758620689655,4.0,5.0,9.0,11.0,29.0,True,both,1,0,control,control,0,0,3.4011973816621555,2.639057329615259,2.833213344056216
control,lancedb/lancedb,2024-06,43,6,5,26,15,11,26,9,,0,0,,0,5.0,5.0,26.0,26.0,0.0,6.0,20.0,0.2307692307692307,4.0,11.0,2.0,9.0,26.0,True,both,1,0,control,control,0,0,3.295836866004329,1.9459101490553132,3.044522437723423
control,lancedb/lancedb,2024-07,69,17,17,79,32,47,70,20,,0,0,,0,17.0,17.0,79.0,79.0,0.0,24.0,55.0,0.3037974683544304,10.0,22.0,14.0,33.0,62.0,True,both,1,0,control,control,0,0,4.382026634673881,3.2188758248682006,4.02535169073515
control,lancedb/lancedb,2024-08,59,21,20,173,45,128,131,26,,0,0,,0,20.0,20.0,173.0,173.0,0.0,42.0,131.0,0.2427745664739884,18.0,27.0,24.0,104.0,131.0,True,both,1,0,control,control,0,0,5.159055299214529,3.7612001156935624,4.882801922586371
control,lancedb/lancedb,2024-09,63,27,25,128,59,69,112,31,,0,0,,0,25.0,25.0,128.0,128.0,0.0,46.0,82.0,0.359375,24.0,35.0,22.0,47.0,108.0,True,both,1,0,control,control,0,0,4.859812404361672,3.8501476017100584,4.418840607796598
control,lancedb/lancedb,2024-10,50,9,9,55,29,26,54,17,,0,0,,0,9.0,9.0,55.0,55.0,0.0,16.0,39.0,0.2909090909090909,11.0,18.0,5.0,21.0,54.0,True,both,1,0,control,control,0,0,4.02535169073515,2.833213344056216,3.6888794541139363
control,lancedb/lancedb,2024-11,87,23,23,189,83,106,156,28,,0,0,,0,23.0,23.0,189.0,189.0,0.0,86.0,103.0,0.455026455026455,44.0,39.0,42.0,64.0,155.0,True,both,1,0,control,control,0,0,5.247024072160486,4.465908118654584,4.6443908991413725
control,lancedb/lancedb,2024-12,90,23,22,279,95,184,255,24,,0,0,,0,22.0,22.0,279.0,279.0,0.0,116.0,163.0,0.4157706093189964,56.0,39.0,60.0,124.0,255.0,True,both,1,0,control,control,0,0,5.634789603169249,4.762173934797756,5.099866427824199
control,lancedb/lancedb,2025-01,89,27,24,210,88,122,176,27,,0,0,,0,24.0,24.0,210.0,210.0,0.0,59.0,151.0,0.2809523809523809,21.0,67.0,38.0,84.0,176.0,True,both,1,0,control,control,0,0,5.351858133476067,4.0943445622221,5.0238805208462765
control,lancedb/lancedb,2025-02,77,16,16,128,51,77,123,27,,0,0,,0,16.0,16.0,128.0,128.0,0.0,40.0,88.0,0.3125,25.0,26.0,15.0,62.0,117.0,True,both,1,0,control,control,0,0,4.859812404361672,3.713572066704308,4.48863636973214
control,lancedb/lancedb,2025-03,85,20,18,149,41,108,138,19,,0,0,,0,18.0,18.0,149.0,149.0,0.0,61.0,88.0,0.4093959731543624,19.0,22.0,42.0,66.0,136.0,True,both,1,0,control,control,0,0,5.0106352940962555,4.127134385045092,4.48863636973214
control,lancedb/lancedb,2025-04,104,18,17,207,93,114,196,30,,0,0,,0,17.0,17.0,207.0,207.0,0.0,95.0,112.0,0.4589371980676328,57.0,36.0,38.0,76.0,194.0,True,both,1,0,control,control,0,0,5.337538079701318,4.564348191467836,4.727387818712341
control,lancedb/lancedb,2025-05,64,7,7,86,5,81,72,9,,0,0,,0,7.0,7.0,86.0,86.0,0.0,25.0,61.0,0.2906976744186046,2.0,3.0,23.0,58.0,72.0,True,both,1,0,control,control,0,0,4.465908118654584,3.258096538021482,4.127134385045092
control,lancedb/lancedb,2025-06,46,7,7,59,30,29,57,9,,0,0,,0,7.0,7.0,59.0,59.0,0.0,24.0,35.0,0.4067796610169492,15.0,15.0,9.0,20.0,57.0,True,both,1,0,control,control,0,0,4.0943445622221,3.2188758248682006,3.58351893845611
control,lancedb/lancedb,2025-07,54,17,15,62,16,46,60,24,,0,0,,0,15.0,15.0,62.0,62.0,0.0,24.0,38.0,0.3870967741935484,7.0,9.0,17.0,29.0,60.0,True,both,1,0,control,control,0,0,4.143134726391533,3.2188758248682006,3.6635616461296463
control,lancedb/lancedb,2025-08,36,11,11,185,110,75,170,18,,0,0,,0,11.0,11.0,185.0,185.0,0.0,81.0,104.0,0.4378378378378378,54.0,56.0,27.0,48.0,170.0,True,both,1,0,control,control,0,0,5.225746673713202,4.406719247264253,4.653960350157523
control,loml13yyy/AtlassianConfluence-RCE,2024-10,7,4,2,4,3,1,3,1,,0,0,,0,2.0,2.0,4.0,4.0,0.0,3.0,1.0,0.75,2.0,1.0,1.0,0.0,3.0,True,both,1,0,control,control,0,0,1.6094379124341003,1.3862943611198906,0.6931471805599453
